tool		SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
jbmc-regression/catch1.yml	true	true	1.853651	0.9077534759999253	114.081792	true	1.868325	0.9146579779990134	115.515392
jbmc-regression/char1.yml	true	true	2.089551	1.012925813000038	174.231552	true	2.189487	1.0359531909998623	170.520576
jbmc-regression/charArray.yml	true	unknown	2.07589	0.9959331700001712	173.264896	unknown	2.25488	1.045757431000311	175.665152
jbmc-regression/classtest1.yml	true	true	1.883465	0.8998336519998702	115.953664	true	1.841771	0.8682368479985598	112.271360
jbmc-regression/const1.yml	true	true	1.853774	0.8795687540005019	117.276672	true	1.918004	0.9056465020003088	113.381376
jbmc-regression/constructor1.yml	true	true	1.85948	0.9060703800005285	122.023936	true	1.870135	0.8974079399995389	113.508352
jbmc-regression/enum1.yml	true	true	1.918786	0.9533310340002572	115.007488	true	1.937524	0.9153316459996859	113.016832
jbmc-regression/exceptions1.yml	false	false	1.968451	0.9592118099999425	115.646464	false	1.946433	0.9322666640000534	114.106368
jbmc-regression/exceptions10.yml	false	false	1.913952	0.9154591859996799	114.876416	false	1.943505	0.9023405010011629	114.036736
jbmc-regression/exceptions11.yml	false	false	1.979935	0.9493230119996952	115.417088	false	1.947744	0.9137831829993956	114.577408
jbmc-regression/exceptions12.yml	false	false	1.927323	0.928945281999404	116.498432	false	1.949962	0.935054528999899	122.732544
jbmc-regression/exceptions13.yml	false	false	1.94353	0.923980754000695	114.249728	false	1.917009	0.9191034349987603	113.135616
jbmc-regression/exceptions14.yml	true	true	1.956157	0.9321952840000449	115.085312	true	1.946616	0.9185123320003186	114.847744
jbmc-regression/exceptions15.yml	true	true	1.927805	0.9271060620003482	121.053184	true	1.859961	0.909704908999629	112.664576
jbmc-regression/exceptions16.yml	false	false	1.945657	0.9356196349999664	116.670464	false	2.038473	0.9625028890004614	116.617216
jbmc-regression/exceptions18.yml	true	true	1.953956	0.9299536850003278	122.216448	true	1.92043	0.9078273559989611	115.101696
jbmc-regression/exceptions2.yml	false	false	1.950176	0.9259243910000805	122.458112	false	1.950837	0.9220749960004468	113.164288
jbmc-regression/exceptions3.yml	false	false	1.938654	0.9379433300000528	122.474496	false	1.915052	0.9048408959988592	115.146752
jbmc-regression/exceptions4.yml	true	true	1.922861	0.9239171949993761	115.527680	true	1.92009	0.9149565610005084	115.298304
jbmc-regression/exceptions5.yml	true	true	1.986904	0.9647839049994218	116.064256	true	1.955326	0.9290393209994363	115.073024
jbmc-regression/exceptions6.yml	false	false	1.941478	0.9425032439994538	114.475008	false	1.975622	0.9344509639995522	114.003968
jbmc-regression/exceptions7.yml	false	false	1.945921	0.9342213570007516	115.179520	false	1.922354	0.9025853820003249	115.347456
jbmc-regression/exceptions8.yml	false	false	1.881917	0.9206767599998784	115.310592	false	1.893223	0.9032053279988759	113.123328
jbmc-regression/exceptions9.yml	true	true	1.852696	0.9164160210002592	114.597888	true	1.925986	0.9081837560006534	122.728448
jbmc-regression/fcmpx_dcmpx1.yml	true	true	1.888451	0.9158151969995743	116.609024	true	1.878884	0.8914639039994654	112.119808
jbmc-regression/iarith1.yml	true	true	1.888729	0.8998289720002504	114.704384	true	1.89123	0.9129465090009035	116.690944
jbmc-regression/iarith2.yml	true	true	1.971236	0.9457627139991018	114.462720	true	1.875907	0.8907835339996382	112.492544
jbmc-regression/if_acmp1.yml	true	true	1.956234	0.929862482000317	114.446336	true	1.910846	0.9058994780007197	112.160768
jbmc-regression/if_expr1.yml	true	true	2.052658	0.9873794899995119	169.205760	true	2.15308	1.033290291999947	173.035520
jbmc-regression/if_icmp1.yml	true	true	2.091794	0.9924770280003941	168.611840	unknown	2.046913	0.991329674001463	160.034816
jbmc-regression/ifxx1.yml	true	true	1.868347	0.8910384170003454	114.511872	true	1.840834	0.886932297000385	114.348032
jbmc-regression/instanceof1.yml	true	true	1.825543	0.8817510320004658	114.229248	true	1.925651	0.91245019499911	120.651776
