tool		SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Mon Jun 30 08:45:41 AM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025	SPF Thu Jul 17 01:25:44 PM IST 2025
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
jpf-regression/ExSymExeD2L_false.yml	false	unknown	2.171768	1.029761900000267	167.616512	false	2.142692	1.0134536149998894	167.112704
jpf-regression/ExSymExeD2L_true.yml	true	true	2.153983	1.036245854000299	171.327488	unknown	2.197061	1.0593732620000083	172.683264
jpf-regression/ExSymExeF2I_true.yml	true	true	2.103864	1.0113531650004006	167.260160	unknown	2.092406	0.9870475259995146	167.739392
jpf-regression/ExSymExeF2L_false.yml	false	true	2.056224	0.9893218650004201	167.714816	unknown	2.063681	1.0019546070016077	169.656320
jpf-regression/ExSymExeF2L_true.yml	true	true	2.067232	0.9966055580007378	166.350848	unknown	2.214412	1.0410384010010603	171.802624
jpf-regression/ExSymExeFNEG_false.yml	false	true	2.043794	0.9829527870006132	167.354368	unknown	2.081516	0.9951104680003482	168.099840
jpf-regression/ExSymExeFNEG_true.yml	true	true	2.077999	0.9807298830000946	166.473728	unknown	2.148205	1.0098348950014042	168.341504
jpf-regression/ExSymExeI2D_false.yml	false	unknown	2.074497	1.0035598299991761	169.095168	false	2.149893	1.0390906569991785	176.967680
jpf-regression/ExSymExeLCMP_false.yml	false	false	2.16433	1.028034160000061	169.701376	unknown	2.107705	1.0036572410008375	168.828928
jpf-regression/ExSymExeLongBytecodes_false.yml	false	false	2.145753	1.0261767060001148	168.763392	unknown	2.129824	1.0114173130004929	168.697856
jpf-regression/ExSymExeLongBytecodes_true.yml	true	true	2.22324	1.0563793230003284	171.765760	unknown	2.273569	1.0310857129989017	177.901568
jpf-regression/ExSymExeResearch_true.yml	true	true	2.175221	1.0525392580002517	171.806720	unknown	2.192572	1.0517877689999295	174.194688
jpf-regression/ExSymExeSimple_false.yml	false	false	2.181944	1.0358255319997625	170.164224	unknown	209.761599	207.67591634100063	485.302272
jpf-regression/ExSymExeSimple_true.yml	true	true	2.116818	1.028815764000683	171.442176	unknown	42.014565	13.403614962000574	1271.640064
jpf-regression/ExSymExeSuzette_false.yml	false	false	2.140658	1.0329821060004178	172.023808	unknown	32.767989	31.07340609700077	493.309952
java-ranger-regression/TCAS_prop1.yml	false	false	2.960005	1.3124653149998267	206.118912	unknown	2.631423	1.2058961380007531	188.125184
java-ranger-regression/TCAS_prop2.yml	true	true	5.357398	2.3362133680002444	250.335232	unknown	2.612438	1.163115782001114	186.875904
java-ranger-regression/TCAS_prop3.yml	true	true	5.354652	2.3020073050001884	248.102912	unknown	2.576494	1.1600771029989119	186.097664
java-ranger-regression/replace5_eqchk/replace5_prop1.yml	true	true	9.655477	3.94079640200016	454.791168	unknown	47.641411	42.81953778099887	429.584384
algorithms/RedBlackTree-MemSat01.yml	true	true	4.891565	1.8966660770001909	235.892736	TIMEOUT	900.24492	897.2049176220007	479.920128
algorithms/RedBlackTree-MemUnsat01.yml	false	false	2.968653	1.2898075129996869	194.224128	TIMEOUT	900.301889	895.3917244620006	485.830656
algorithms/SortedListInsert-FunSat01.yml	true	true	4.047346	1.6288876739999978	232.280064	unknown	2.349614	1.13786022199929	173.879296
algorithms/SortedListInsert-FunSat02.yml	true	true	4.612285	1.8310951729999942	235.569152	unknown	2.305542	1.102998356000171	173.944832
algorithms/SortedListInsert-FunUnsat01.yml	false	false	2.235352	1.0584771320000073	169.160704	unknown	2.339922	1.1178631949987903	173.658112
algorithms/SortedListInsert-MemSat01.yml	true	true	3.324656	1.400005192000208	226.263040	unknown	2.214797	1.0827002829992125	172.896256
algorithms/SortedListInsert-MemUnsat01.yml	false	false	2.100513	0.9924822880002466	170.483712	unknown	50.730881	15.97984783100037	1271.177216
algorithms/Trie-FunSat01.yml	true	true	2.255119	1.0727717039999334	171.913216	unknown	32.893087	31.158688228000756	485.306368
jdart-regression/addition01.yml	false	true	2.230804	1.0391909110003326	178.896896	unknown	2.954173	1.306395194000288	193.871872
jdart-regression/boundcheck100.yml	false	false	3.292969	1.4016169830001672	252.796928	unknown	3.642698	1.7191283470001508	289.320960
jdart-regression/boundcheck200.yml	false	false	4.262161	1.9496211079995192	509.112320	unknown	5.700904	3.2212532940011442	514.039808
jdart-regression/boundcheck30.yml	false	false	2.319419	1.0714851659995475	180.465664	unknown	2.537155	1.1983109649991093	191.758336
jdart-regression/double2long.yml	false	true	2.097916	1.0190005349995772	167.661568	unknown	2.233006	1.0774742499997956	168.030208
jdart-regression/float.yml	false	true	2.08047	0.9938014769995789	167.280640	unknown	2.157091	1.0725062120000075	167.227392
jdart-regression/list2.yml	true	true	15.507558	7.457818635999502	541.892608	TIMEOUT	900.259295	897.2207983290009	486.498304
float-nonlinear-calculation/Bessel.yml	true	true	2.111039	1.0168706060003387	173.248512	unknown	2.440721	1.2106738830007089	168.075264
float-nonlinear-calculation/Conflict.yml	true	true	2.179055	1.0368078949995834	166.912000	unknown	2.494221	1.2029178789998696	168.382464
float-nonlinear-calculation/EulerMethod.yml	false	unknown	2.291091	1.0399639500001285	213.180416	false	3.216908	1.4335312329985754	385.777664
float-nonlinear-calculation/Optimization1.yml	false	true	3.193897	1.3078321829998458	175.566848	unknown	3.29469	1.4193733319989406	174.972928
float-nonlinear-calculation/Optimization2.yml	false	true	2.9644	1.2420646079999642	172.068864	unknown	3.256228	1.3949838770004135	174.907392
float-nonlinear-calculation/Optimization3.yml	false	true	3.105049	1.2765004349994342	166.965248	unknown	3.24802	1.3874708100011048	171.667456
float-nonlinear-calculation/Optimization4.yml	false	true	3.132876	1.2764478160006547	167.501824	unknown	3.249375	1.4321519479999552	173.006848
float-nonlinear-calculation/Optimization5.yml	false	unknown	2.875719	1.2279912240001067	167.002112	false	3.274501	1.3605232310001156	161.529856
float-nonlinear-calculation/Optimization6.yml	false	true	2.972296	1.2323755460001848	172.847104	unknown	3.081661	1.3391532989990083	172.879872
float-nonlinear-calculation/PartitionEx.yml	true	true	2.150557	1.0257146730000386	166.645760	unknown	2.170733	1.0493431719987711	168.599552
float-nonlinear-calculation/coral1.yml	false	unknown	3.1992	1.3169673200000034	172.548096	false	3.193049	1.36564250399897	174.395392
float-nonlinear-calculation/coral10.yml	false	unknown	2.95367	1.2472266289996696	168.374272	false	3.386719	1.3961909680001554	175.104000
float-nonlinear-calculation/coral16.yml	false	true	2.920332	1.2320744980006566	171.765760	unknown	3.352781	1.4078531129998737	172.298240
