tool		SPF Wed Aug 20 01:45:48 PM IST 2025	SPF Wed Aug 20 01:45:48 PM IST 2025	SPF Wed Aug 20 01:45:48 PM IST 2025	SPF Wed Aug 20 01:45:48 PM IST 2025
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jpf-regression/ExSymExe3_true.yml	true	true	1.844595	0.9110869689993706	122.777600
jpf-regression/ExSymExe4_false.yml	false	false	2.076718	1.0190362990015274	181.248000
jpf-regression/ExSymExe4_true.yml	true	true	1.870826	0.9144269160005933	122.269696
jpf-regression/ExSymExe5_false.yml	false	false	2.13065	1.028289969999605	182.140928
jpf-regression/ExSymExe5_true.yml	true	true	1.815591	0.8956584449988441	121.892864
jpf-regression/ExSymExe6_false.yml	false	false	2.07255	1.022664469999654	180.477952
jpf-regression/ExSymExe6_true.yml	true	true	1.900613	0.9105815769999026	122.478592
jpf-regression/ExSymExe7_false.yml	false	false	2.073169	1.0198052579999057	181.383168
jpf-regression/ExSymExe7_true.yml	true	true	2.058465	1.0399653580006998	179.740672
jpf-regression/ExSymExe8_false.yml	false	false	2.02616	1.0112107590011874	181.534720
jpf-regression/ExSymExe8_true.yml	true	true	1.859671	0.9170764340015012	122.757120
jpf-regression/ExSymExe9_false.yml	false	false	1.859781	0.9286587869992218	123.633664
jpf-regression/ExSymExe9_true.yml	true	true	1.854265	0.9021802120005304	122.040320
jpf-regression/ExSymExeArrays_false.yml	false	false	1.901394	0.9441846950012405	124.387328
jpf-regression/ExSymExeArrays_true.yml	true	true	1.95175	0.9394534479997674	122.691584
jpf-regression/ExSymExeBool_false.yml	false	false	1.912967	0.9280156969998643	123.252736
jpf-regression/ExSymExeBool_true.yml	true	true	1.880883	0.9358476609995705	122.142720
jpf-regression/ExSymExeComplexMath_false.yml	false	false	1.948837	0.9597374320001109	123.236352
jpf-regression/ExSymExeComplexMath_true.yml	true	true	1.762354	0.9006180209999002	124.579840
jpf-regression/ExSymExeD2I_false.yml	false	false	1.854387	0.9344203630007542	123.871232
jpf-regression/ExSymExeD2I_true.yml	true	unknown	2.099999	1.0264492349997454	182.038528
jpf-regression/ExSymExeD2L_false.yml	false	false	2.243095	1.0562351849985134	193.843200
jpf-regression/ExSymExeD2L_true.yml	true	unknown	2.111466	1.0290260649999254	181.116928
jpf-regression/ExSymExeF2I_false.yml	false	false	1.834049	0.9023372880001261	122.740736
jpf-regression/ExSymExeF2I_true.yml	true	unknown	2.073334	1.0270033470005728	181.776384
jpf-regression/ExSymExeF2L_false.yml	false	unknown	2.136414	1.0591055490003782	181.432320
jpf-regression/ExSymExeF2L_true.yml	true	unknown	2.076311	1.019815446999928	181.395456
jpf-regression/ExSymExeFNEG_false.yml	false	false	2.102874	1.0316118329992605	181.460992
jpf-regression/ExSymExeFNEG_true.yml	true	true	2.002798	0.9966087509983481	179.961856
jpf-regression/ExSymExeGetStatic_false.yml	false	false	1.843959	0.9119164809999347	123.584512
jpf-regression/ExSymExeGetStatic_true.yml	true	true	1.834425	0.9064940529988235	122.863616
jpf-regression/ExSymExeI2D_false.yml	false	unknown	2.111884	1.0430439329993533	180.322304
jpf-regression/ExSymExeI2D_true.yml	true	unknown	2.042028	1.028574235000633	180.027392
jpf-regression/ExSymExeI2F_false.yml	false	false	1.820885	0.9051847280006768	122.818560
jpf-regression/ExSymExeI2F_true.yml	true	true	2.110556	1.0457700249990012	180.596736
jpf-regression/ExSymExeLCMP_false.yml	false	unknown	2.076733	1.0398077120007656	180.547584
jpf-regression/ExSymExeLCMP_true.yml	true	true	2.0018	1.0000706880000507	179.564544
jpf-regression/ExSymExeLongBytecodes_false.yml	false	unknown	2.143263	1.0399663300013344	181.047296
jpf-regression/ExSymExeLongBytecodes_true.yml	true	true	2.127369	1.0386927719991945	181.653504
jpf-regression/ExSymExeResearch_false.yml	false	false	2.077257	1.0402306880005199	180.797440
jpf-regression/ExSymExeResearch_true.yml	true	true	2.102422	1.0514423029999307	180.281344
jpf-regression/ExSymExeSimple_false.yml	false	false	2.028675	1.0107262060009816	179.171328
jpf-regression/ExSymExeSimple_true.yml	true	true	2.105248	1.0309258519992	179.617792
jpf-regression/ExSymExeSuzette_false.yml	false	false	2.095894	1.022326623000481	182.276096
jpf-regression/ExSymExeSuzette_true.yml	true	true	2.052509	1.004127234000407	179.273728
jpf-regression/ExSymExeSwitch_false.yml	false	false	2.136495	1.027043442998547	181.104640
jpf-regression/ExSymExeSwitch_true.yml	true	true	2.140843	1.0369140639995749	186.802176
jpf-regression/ExSymExeTestAssignments_false.yml	false	false	2.112749	1.0293943790002231	180.600832
jpf-regression/ExSymExeTestAssignments_true.yml	true	true	2.013441	1.0059389250000095	179.458048
jpf-regression/ExSymExeTestClassFields_false.yml	false	false	2.141736	1.0435519500006194	184.160256
jpf-regression/ExSymExeTestClassFields_true.yml	true	true	2.010766	1.001134149999416	179.306496
jpf-regression/ExSymExe_false.yml	false	false	1.97655	0.9684938959999272	123.588608
jpf-regression/ExSymExe_true.yml	true	true	1.964543	0.9515807669995411	122.392576
jpf-regression/TestLazy_false.yml	false	false	2.016442	0.9955402989999129	180.903936
jpf-regression/TestLazy_true.yml	true	true	2.004824	0.9824774489989068	179.388416
java-ranger-regression/LoopCharAt.yml	false	true	7.750135	5.529349616001127	257.138688
