tool		SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025	SPF Sun Jul 27 06:24:35 PM IST 2025
run set		SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java	SV-COMP25_assert_java.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)
jbmc-regression/aastore_aaload1.yml	true	unknown	2.032497	0.9707351699980791	132.427776
jbmc-regression/array1.yml	true	unknown	2.02052	0.961775428000692	129.253376
jbmc-regression/array2.yml	true	true	1.957675	0.9549113790017145	129.589248
jbmc-regression/arraylength1.yml	true	unknown	7.609873	5.97964067599969	368.472064
jbmc-regression/arrayread1.yml	true	unknown	2.0098	0.9641724530010833	130.359296
jbmc-regression/assert1.yml	true	true	1.976347	0.9651469870004803	129.888256
jbmc-regression/assert2.yml	false	false	1.954861	0.9563320849993033	130.764800
jbmc-regression/assert3.yml	false	false	1.971218	0.9857384599999932	130.351104
jbmc-regression/assert4.yml	false	false	1.965158	0.9541201609972632	122.847232
jbmc-regression/assert5.yml	true	true	2.037946	0.9815655710008286	133.763072
jbmc-regression/assert6.yml	true	true	1.923233	0.9434636999976647	122.802176
jbmc-regression/astore_aload1.yml	true	true	2.053437	0.948064013999101	113.963008
jbmc-regression/athrow1.yml	false	false	1.892965	0.9063127510016784	114.151424
jbmc-regression/basic1.yml	true	true	1.918754	0.9188821940006164	114.270208
jbmc-regression/bitwise1.yml	true	unknown	1.944849	0.9430628150003031	130.990080
jbmc-regression/boolean1.yml	true	true	1.982742	0.9692360799999733	129.093632
jbmc-regression/boolean2.yml	true	true	2.028115	0.9714431659995171	132.800512
jbmc-regression/bug-test-gen-095.yml	false	false	1.890303	0.9156155420023424	120.602624
jbmc-regression/bug-test-gen-119-2.yml	true	true	1.901206	0.9084921959984058	113.389568
jbmc-regression/bug-test-gen-119.yml	true	false	2.088876	0.9854185570002301	134.430720
jbmc-regression/calc.yml	true	unknown	2.016825	0.984296403999906	130.392064
jbmc-regression/cast1.yml	true	unknown	2.128082	0.991633871999511	138.039296
jbmc-regression/catch1.yml	true	true	1.921332	0.9340472949988907	112.128000
jbmc-regression/char1.yml	true	true	2.015475	0.9699720550015627	130.408448
jbmc-regression/charArray.yml	true	unknown	2.025574	0.9724223999983224	128.897024
jbmc-regression/classtest1.yml	true	true	1.847087	0.8899976239990792	112.373760
jbmc-regression/const1.yml	true	true	1.974184	0.9288663980005367	114.655232
jbmc-regression/constructor1.yml	true	true	1.908856	0.8935916190021089	115.122176
jbmc-regression/enum1.yml	true	true	1.894303	0.9072709840002062	114.282496
jbmc-regression/exceptions1.yml	false	false	1.931378	0.9338461760016799	114.311168
jbmc-regression/exceptions10.yml	false	false	1.948937	0.940488116000779	115.339264
jbmc-regression/exceptions11.yml	false	false	1.866787	0.8988737399995443	113.172480
jbmc-regression/exceptions12.yml	false	false	1.937194	0.9328547690020059	115.441664
jbmc-regression/exceptions13.yml	false	false	1.838978	0.8911300970030425	113.491968
jbmc-regression/exceptions14.yml	true	true	1.953369	0.9218844979986898	123.445248
jbmc-regression/exceptions15.yml	true	true	1.921926	0.9201836829997774	114.180096
jbmc-regression/exceptions16.yml	false	false	1.969384	0.9586327590004657	116.432896
jbmc-regression/exceptions18.yml	true	true	1.874314	0.9067320069989364	112.586752
jbmc-regression/exceptions2.yml	false	false	1.897747	0.9177325790005852	114.610176
jbmc-regression/exceptions3.yml	false	false	1.884824	0.9096883380007057	115.347456
jbmc-regression/exceptions4.yml	true	true	1.916682	0.9230169010006648	114.954240
jbmc-regression/exceptions5.yml	true	true	1.935225	0.9198212619994592	124.477440
jbmc-regression/exceptions6.yml	false	false	1.883606	0.9151477870000235	115.040256
jbmc-regression/exceptions7.yml	false	false	1.960289	0.9415669380032341	114.409472
jbmc-regression/exceptions8.yml	false	false	1.91058	0.9284658239994314	114.294784
jbmc-regression/exceptions9.yml	true	true	1.938097	0.9380590920009126	114.876416
jbmc-regression/fcmpx_dcmpx1.yml	true	true	1.902616	0.9217834890005179	112.353280
jbmc-regression/iarith1.yml	true	true	1.850388	0.8927992079989053	121.348096
jbmc-regression/iarith2.yml	true	true	1.944794	0.9169287240001722	112.660480
